branch,subdomain,node_index,z,abs_residual,relative_residual,term_scale,radial_abs_residual,radial_relative_residual,radial_term_scale,real_residual,imag_residual
down,outer,215,4.5412763512889927e-02,4.3496501213019351e-10,3.5574368932816211e-11,1.2226921381279999e+01,4.3495033579561930e-10,4.3731165406420414e-13,9.9460037653549898e+02,-3.3720848335860865e-10,2.7474533759175301e-10
down,outer,216,4.5509012795324058e-02,1.2003959316930704e-10,9.8172595818078227e-12,1.2227403397965574e+01,1.2002264867797855e-10,1.2116670842906219e-13,9.9055796954529444e+02,-1.9429791109359940e-11,1.1845668890231309e-10
down,outer,217,4.5601461015779408e-02,2.3546383539391722e-10,1.9256329564376369e-11,1.2227866925871393e+01,2.3551365309269821e-10,2.3868846852361923e-13,9.8669891574335998e+02,-1.4122569780283811e-10,1.8841050941631465e-10
down,outer,218,4.5690092333729337e-02,1.7601565525373477e-10,1.4394109167804926e-11,1.2228311818519911e+01,1.7603178011997671e-10,1.7907227882547003e-13,9.8302082977088435e+02,1.5824230814587281e-10,-7.7077122462299030e-11
down,outer,219,4.5774891562653790e-02,5.9308868623494012e-10,4.8499582644457428e-11,1.2228737937453547e+01,5.9305392040867171e-10,6.0545271559558840e-13,9.7952144755892300e+02,-5.5442050950205157e-10,-2.1064683330962453e-10
down,outer,220,4.5855844172641436e-02,1.2802185143515750e-09,1.0468585491435926e-10,1.2229145144765624e+01,1.2802160185519438e-09,1.3114298541419994e-12,9.7619862359281342e+02,1.2762502166197010e-09,1.0072154221774099e-10
down,outer,221,4.5932936292879298e-02,1.1442711282901925e-09,9.3566213725928934e-11,1.2229533318960129e+01,1.1442923510800887e-09,1.1759847540632694e-12,9.7305032835359737e+02,-1.1438388014539669e-09,3.1451730109210985e-11
down,outer,222,4.6006154714029447e-02,4.2707435207286203e-10,3.4920503905114429e-11,1.2229902329969329e+01,4.2709224008820984e-10,4.4026739788083599e-13,9.7007464587193397e+02,-3.9992453793047389e-10,1.4984280483076873e-10
down,outer,223,4.6075486890492338e-02,1.4374599193920628e-09,1.1753313929658829e-10,1.2230252063332649e+01,1.4374874659943141e-09,1.4861288012804673e-12,9.6726977147321065e+02,1.4101422252110751e-09,2.7890845188949243e-10
down,outer,224,4.6140920942556479e-02,6.5846514920991524e-10,5.3837595542012235e-11,1.2230582413289262e+01,6.5842603154943157e-10,6.8256564144838559e-13,9.6463400963498475e+02,-5.3490278872914132e-10,-3.8399916579834326e-10
down,outer,225,4.6202445658433886e-02,1.8049931746863722e-09,1.4757656168408888e-10,1.2230893267118171e+01,1.8050711805952385e-09,1.8760500873907442e-12,9.6216577197348442e+02,1.8047572325485817e-09,-2.9183766514506715e-11
down,outer,226,4.6260050496181225e-02,7.3381373643456162e-10,5.9995312341846096e-11,1.2231184534107914e+01,7.3375849888474846e-10,7.6444040349713480e-13,9.5986357540493168e+02,4.8451376244429412e-10,5.5111615271385972e-10
down,outer,227,4.6313725585506109e-02,1.9327393904225686e-09,1.5801384328529538e-10,1.2231456119531188e+01,1.9327144749849162e-09,2.0180243550746969e-12,9.5772604038437237e+02,-1.9312231813728431e-09,7.6541328830614930e-11
down,outer,228,4.6363461729458287e-02,1.2209230612302100e-09,9.9816237289336989e-11,1.2231707930355306e+01,1.2208826538745333e-09,1.2774054307798602e-12,9.5575188930360218e+02,1.2178542618812571e-09,8.6510798524841448e-11
down,outer,229,4.6409250406005541e-02,2.5296733487420976e-09,2.0680884394926264e-10,1.2231939894034287e+01,2.5295125052973253e-09,2.6516475366165639e-12,9.5393994502184864e+02,2.5275328496832117e-09,-1.0404299644051207e-10
down,outer,230,4.6451083769493876e-02,1.1640171215826687e-09,9.5160453166103134e-11,1.2232151937642310e+01,1.1640399388711526e-09,1.2223597884653557e-12,9.5228912948173615e+02,1.1479306394335254e-09,-1.9284995822488327e-10
down,outer,231,4.6488954651991807e-02,4.1431098823920211e-09,3.3870122413477932e-10,1.2232343986874266e+01,4.1431800298263352e-09,4.3575796484808985e-12,9.5079846246085128e+02,4.0308654192244830e-09,-9.5785357423494588e-10
down,outer,232,4.6522856564518579e-02,1.2563049635039649e-09,1.0270209041590979e-10,1.2232515992774260e+01,1.2563018116854447e-09,1.3231652407882241e-12,9.4946706046861686e+02,-1.2507266333727785e-09,1.1825840307011504e-10
down,outer,233,4.6552783698156006e-02,5.3099485207190514e-09,4.3407934948943969e-10,1.2232667891169129e+01,5.3099295357684965e-09,5.5994541523971415e-12,9.4829413568736902e+02,-5.2006798867409998e-09,1.0716725284964923e-09
down,outer,234,4.6578730925043811e-02,5.1800194205345431e-09,4.2345330396502098e-10,1.2232799631107458e+01,5.1801340877766922e-09,5.4684355027292314e-12,9.4727899509674171e+02,-5.1464921213550952e-09,5.8840465833043254e-10
down,outer,235,4.6600693799258235e-02,9.7420181117191107e-09,7.9637773742578763e-10,1.2232911159984484e+01,9.7419187656781781e-09,1.0293430045817011e-11,9.4642103966471768e+02,9.6698471452327794e-09,-1.1836270852327857e-09
down,outer,236,4.6618668557573857e-02,2.1806453584643073e-08,1.7825921033502248e-09,1.2233002459541790e+01,2.1806397671119581e-08,2.3057990863870547e-11,9.4571976369753531e+02,2.1703045582910363e-08,-2.1211389311659445e-09
down,outer,237,4.6632652120108364e-02,1.4504785490823178e-08,1.1857024704906742e-09,1.2233073517018754e+01,1.4504739100270193e-08,1.5346092386959795e-11,9.4517475423225437e+02,1.4469880404988089e-08,-1.0056655508350332e-09
down,outer,238,4.6642642090850304e-02,1.0805370465896057e-08,8.8328788395144832e-10,1.2233124287358612e+01,1.0805368537512379e-08,1.1436846097322259e-11,9.4478569052723981e+02,1.0590327725878979e-08,-2.1449917397831086e-09
down,outer,239,4.6648636758069635e-02,1.6454703001233759e-07,1.3450907064102925e-08,1.2233154926144131e+01,1.6454699442943337e-07,1.7420632692976484e-10,9.4455234393280193e+02,-1.6349171438889698e-07,1.8606031604306850e-08
down,outer,240,4.6650635094610968e-02,2.3440661896010709e-07,1.9161567437142856e-08,1.2233165148365284e+01,2.3440671492019792e-07,2.4818742677913569e-10,9.4447457698491166e+02,-2.3080788214002723e-07,4.0916800392309938e-08
up,outer,0,0.0000000000000000e+00,6.7448360597955593e-10,5.5906590312628525e-11,1.2064474012953699e+01,,,,-2.8599345114344032e-13,6.7448354534631220e-10
up,outer,2,7.9930037606575818e-06,1.9091784482797824e-11,1.5824783757907952e-12,1.2064483644686323e+01,3.8146972656250000e-06,1.2941989052768758e-16,2.9475355372896862e+10,1.5276668818842154e-13,-1.9091173276584647e-11
up,outer,3,1.7982974502602719e-05,2.0063554268698186e-11,1.6630221478496819e-12,1.2064514170566357e+01,4.7683716175583868e-07,8.1885111752173411e-17,5.8232461500326691e+09,2.3447910280083306e-13,2.0062184064636307e-11
up,outer,4,3.1966537037111286e-05,9.9828246507334081e-08,8.2745158282505084e-09,1.2064542334489786e+01,2.5833906209183034e-07,1.4017813894899660e-16,1.8429340268658171e+09,8.2008853041770635e-09,9.9490825109438061e-08
up,outer,5,4.9941295352730264e-05,7.6360269165727737e-09,6.3292929027448587e-10,1.2064581358308153e+01,6.7884684540331364e-09,8.9902968059120330e-18,7.5508835810281920e+08,3.5181599855604873e-09,-6.7772750708986959e-09
up,outer,6,7.1904169567156995e-05,5.3820917054633267e-08,4.4610505813965738e-09,1.2064628291612898e+01,6.1501622374087319e-08,1.6883298361384249e-16,3.6427492458911240e+08,1.9782540050528041e-09,5.3784548187125331e-08
up,outer,7,9.7851396454959216e-05,5.6841054240227739e-08,4.7113587063650590e-09,1.2064684050364349e+01,5.8085186838032296e-08,2.9528292809536156e-16,1.9671027787720156e+08,8.8368246053960320e-09,-5.6149941923691951e-08
up,outer,8,1.2777853009239047e-04,5.6815427097660416e-09,4.7092094268093591e-10,1.2064748442533102e+01,1.4935442750330507e-08,1.2946293845125347e-16,1.1536462040025556e+08,5.5906754781176460e-09,-1.0120648503281204e-09
up,outer,9,1.6168044261916103e-04,7.3712741340104792e-08,6.1097250407751468e-09,1.2064821386913474e+01,7.3777033416335447e-08,1.0238039913111591e-15,7.2061677862625957e+07,-6.8045551415707450e-09,7.3397999054460039e-08
up,outer,10,1.9955132511709163e-04,1.7689501401146431e-08,1.4661950758617055e-09,1.2064903021686961e+01,1.7627826309762895e-08,3.7260965101115872e-16,4.7309097501704231e+07,1.4567733686021711e-09,-1.7629414941332938e-08
up,outer,11,2.4138468860542250e-04,6.1722699388749407e-08,5.1158502988325325e-09,1.2064993262769026e+01,6.1694973155169850e-08,1.9079947175325618e-15,3.2334981113026567e+07,-1.5008816411921089e-08,5.9870084764823694e-08
up,outer,12,2.8717336515268158e-04,3.3400179099655778e-08,2.7683318527050744e-09,1.2065092220435496e+01,3.3390466059705731e-08,1.4614265562042954e-15,2.2847857744168445e+07,3.8203618046850352e-09,-3.3180970443469349e-08
up,outer,13,3.3690950910486318e-04,8.7899030466173931e-09,7.2853356651060874e-10,1.2065199807769456e+01,8.7788704606045891e-09,5.2879341379273332e-16,1.6601701593896117e+07,1.0267164896049508e-09,-8.7297336052657992e-09
up,outer,14,3.9058459842974171e-04,1.8795132408820107e-08,1.5577820142628127e-09,1.2065316094764713e+01,1.8759284547148507e-08,1.5185127387199598e-15,1.2353722210431878e+07,-3.0339180057126214e-09,1.8548648031586901e-08
up,outer,15,4.4818943617708381e-04,2.9839349961110103e-09,2.4731254883690872e-10,1.2065441119523530e+01,2.7738699768787754e-09,2.9561657902500922e-16,9.3833369766588956e+06,2.1641000103045371e-09,2.0543950950135947e-09
up,outer,16,5.0971415205448769e-04,1.4735120177815040e-08,1.2212530557434806e-09,1.2065574868792872e+01,1.5005883838659889e-08,2.0681325912662423e-15,7.2557648876237338e+06,5.3465623039983257e-09,-1.3730915416829137e-08
up,outer,17,5.7514820411862417e-04,3.7964802179117146e-08,3.1465018617524271e-09,1.2065717373506606e+01,3.7904580519000730e-08,6.6505117282893549e-15,5.6994983345064409e+06,-4.6853374513489143e-09,3.7674577867130576e-08
up,outer,18,6.4448038058152236e-04,3.0072346273215921e-08,2.4923482150288152e-09,1.2065868682345512e+01,3.0023316265412485e-08,6.6133085530580828e-15,4.5398329783855770e+06,5.4065081300791462e-09,-2.9582354203402939e-08
up,outer,19,7.1769880173166826e-04,2.3045177549806463e-09,1.9099223079334072e-10,1.2066028787706045e+01,2.2240811498548811e-09,6.0744808936824971e-16,3.6613517908467557e+06,-2.1803963079491950e-09,7.4610590622414819e-10
up,outer,20,7.9479092196953010e-04,2.0734479068513474e-08,1.7183937737264139e-09,1.2066197739735653e+01,2.0723765214080029e-08,6.9403030761369890e-15,2.9860029146760246e+06,1.1228600271806499e-09,-2.0704052926950878e-08
up,outer,21,8.7574353195717645e-04,8.6487664041260979e-09,7.1676588916252563e-10,1.2066375555666269e+01,8.6879473651036119e-09,3.5318433288307626e-15,2.4598903621185846e+06,2.4217854388552951e-09,-8.3027775835131656e-09
up,outer,22,9.6054276088162875e-04,5.4023387796881100e-09,4.4771150742657091e-10,1.2066562261802368e+01,5.3970589626400883e-09,2.6390272322712141e-15,2.0450940773336552e+06,5.3087312323896185e-10,5.3761917764849620e-09
up,outer,23,1.0491740788315599e-03,1.2152512245005067e-08,1.0071066600302912e-09,1.2066757898949405e+01,1.2178203686544644e-08,7.1031522399077489e-15,1.7144787659376995e+06,2.3121256020885994e-09,-1.1930533477810812e-08
up,outer,24,1.1416222992869153e-03,6.9923153708532690e-09,5.7945944388065236e-10,1.2066962484942144e+01,6.9921952672302723e-09,4.8277777897613760e-15,1.4483258285124754e+06,1.5127454844332533e-11,-6.9922990071635827e-09
up,outer,25,1.2378715817210411e-03,1.1625643893480746e-08,9.6341048092727355e-10,1.2067176062161140e+01,1.1628587992688989e-08,9.4379929742214965e-15,1.2321039043418218e+06,2.7158453264064519e-10,-1.1622471242367372e-08
up,outer,26,1.3379054343148884e-03,5.5531724440221218e-09,4.6017974562503195e-10,1.2067398656322023e+01,5.5521749426970244e-09,5.2628950605433403e-15,1.0549659225247442e+06,-1.0512684056607213e-09,5.4527570028661820e-09
up,outer,27,1.4417067167827903e-03,2.9298563643577620e-09,2.4278638715286418e-10,1.2067630309573547e+01,2.9005701433737474e-09,3.1919334799009320e-15,9.0871885696808831e+05,1.6253407508770579e-09,-2.4376886099963802e-09
up,outer,28,1.5492576433093666e-03,1.0612392796729174e-08,8.7939229355049562e-10,1.2067871045221752e+01,1.0614245616099480e-08,1.3485143704271910e-14,7.8710660033508064e+05,4.2802472677294645e-10,-1.0603757621963084e-08
up,outer,29,1.6605397855970288e-03,1.0762754525798827e-08,8.9183350145817941e-10,1.2068120908444616e+01,1.0761252614750982e-08,1.5702896096173622e-14,6.8530368849432899e+05,1.4117116364786853e-09,-1.0669768284177206e-08
up,outer,30,1.7755340760235801e-03,6.1702915386604551e-09,5.1127753488036600e-10,1.2068379926186751e+01,6.1716485724733849e-09,1.0293746693625042e-14,5.9955318079621205e+05,-2.6260860153115573e-10,6.1647006735499055e-09
up,outer,31,1.8942208109093458e-03,7.3716307548290651e-09,6.1080832478353797e-10,1.2068648143329529e+01,7.3743685764759102e-09,1.3995645668578556e-14,5.2690449237594020e+05,6.7001515446918347e-10,-7.3411184214888792e-09
up,outer,32,2.0165796538933072e-03,1.6684477523212965e-08,1.3824327110906091e-09,1.2068925589912062e+01,1.6678237117198875e-08,3.5865522994280923e-14,4.6502143910903984e+05,-1.7444818922740524e-09,1.6593027847566777e-08
up,outer,33,2.1425896394176220e-03,6.2349203228545358e-09,5.1659712030552717e-10,1.2069212308359486e+01,6.2448163527321296e-09,1.5155842193299197e-14,4.1204020687765739e+05,-9.2737906243200996e-10,6.1655656274917092e-09
up,outer,34,2.2722291763199701e-03,4.9696306317873024e-09,4.1175087604789031e-10,1.2069508338360620e+01,4.9568032806513417e-09,1.3526059260087510e-14,3.6646322371792363e+05,9.9623864713294097e-10,-4.8687510897926778e-09
up,outer,35,2.4054760515330922e-03,4.3541612222047385e-09,3.6074800542009544e-10,1.2069813711469489e+01,4.3532783388137657e-09,1.3309557187305566e-14,3.2707912649158982e+05,-5.8985971662650627e-10,4.3140219591064621e-09
up,outer,36,2.5423074338908782e-03,7.5838893732205221e-09,6.2831886106627081e-10,1.2070128470042260e+01,7.5857263683041592e-09,2.5898523762280473e-14,2.9290188266839669e+05,-2.9988100891387148e-10,7.5779581290569276e-09
up,outer,37,2.6826998780403693e-03,3.8317059599001525e-10,3.1744509253719471e-11,1.2070452654583708e+01,3.8231414662267876e-10,1.4529803208677331e-15,2.6312410507690650e+05,-9.0214058445781120e-11,3.7239915318121319e-10
up,outer,38,2.8266293284590024e-03,3.8486117062175979e-09,3.1883686861673142e-10,1.2070786301831205e+01,3.8492198575482853e-09,1.6235886687321271e-14,2.3708097572238976e+05,4.1750158885633937e-10,3.8258991738593373e-09
up,outer,39,2.9740711235763983e-03,6.9601826303172624e-09,5.7659746405620495e-10,1.2071129451999820e+01,6.9579115951447006e-09,3.2479886345821682e-14,2.1422216571394465e+05,8.4728224436503297e-10,-6.9084191423041119e-09
up,outer,40,3.1249999999999989e-03,6.0528637132414602e-09,5.0141843737044928e-10,1.2071482143704237e+01,6.0524340671858249e-09,3.1183674544122578e-14,1.9408982923491206e+05,-5.8574034511593709e-10,6.0244557745225968e-09
up,outer,41,3.2793900968438121e-03,5.7121052150876525e-09,4.7317584778131252e-10,1.2071844414441909e+01,5.7120803159850189e-09,3.2399545961472134e-14,1.7630124578836781e+05,-9.9888097793154884e-11,5.7112317722318728e-09
up,outer,42,3.4372149601595431e-03,8.3603270036827072e-10,6.9252627603032662e-11,1.2072216308679955e+01,8.3478789586143385e-10,5.2000352798380272e-15,1.6053504465597321e+05,7.3995920502056833e-11,-8.3275163154095111e-10
up,outer,43,3.5984475474693514e-03,7.6785920748557454e-09,6.3603477606543820e-10,1.2072597857551321e+01,7.6825922997954109e-09,5.2433670289578512e-14,1.4652020843412844e+05,-1.7439951705000567e-09,7.4779179654038685e-09
up,outer,44,3.7630602323994282e-03,7.2357274988722578e-10,5.9933189985207723e-11,1.2072989107801751e+01,7.2768998216628315e-10,5.4294182899596183e-15,1.3402724625434881e+05,7.2347816626461281e-10,1.1699030633138818e-11
up,outer,45,3.9310248094136377e-03,2.1339655415997911e-09,1.7674949000993430e-10,1.2073390092836197e+01,2.1318795919511151e-09,1.7351953488815323e-14,1.2286107113676143e+05,1.0588268040123694e-09,-1.8527532841261518e-09
up,outer,46,4.1023124986463919e-03,2.1112718051238351e-09,1.7486389178357006e-10,1.2073800849274058e+01,2.1114420961660246e-09,1.8709298785161738e-14,1.1285522351273795e+05,-1.4864554032101296e-11,2.1112194770189774e-09
up,outer,47,4.2768939508339354e-03,6.3108954727462277e-09,5.2267514863734164e-10,1.2074221414963510e+01,6.3127840897385654e-09,6.0777476233901204e-14,1.0386716397113811e+05,-1.0667378091966384e-09,6.2200861822292453e-09
up,outer,48,4.4547392523431803e-03,4.6685348908996336e-09,3.8663929668953339e-10,1.2074651828907111e+01,4.6702833900535510e-09,4.8763369224544970e-14,9.5774419699095990e+04,-1.1639507135896565e-09,4.5211101251663166e-09
up,outer,49,4.6358179302972650e-03,5.0431189367626933e-10,4.1764641496104368e-11,1.2075092126034640e+01,5.0575420510922915e-10,5.7165831441904533e-15,8.8471415940693172e+04,-2.0807622291840744e-10,4.5938521042732106e-10
up,outer,50,4.8200989577969174e-03,4.7215741565621859e-09,3.9100307234368642e-10,1.2075542343595668e+01,4.7218684336297138e-09,5.7677409978687691e-14,8.1866859752795513e+04,1.0527170246632522e-09,-4.6027219535726971e-09
up,outer,51,5.0075507592367563e-03,1.0448431116696211e-09,8.6522266857190782e-11,1.2076002509205932e+01,1.0483705387341679e-09,1.3815878133222264e-14,7.5881571089803576e+04,-3.2326852306141518e-10,9.9357666538679723e-10
up,outer,52,5.1981412157156119e-03,2.2996165110803503e-09,1.9042120785492131e-10,1.2076472662815949e+01,2.2978957467047771e-09,3.2618937028963103e-14,7.0446677789175737e+04,9.3556451474796631e-10,-2.1007034861630913e-09
up,outer,53,5.3918376705399240e-03,2.3658868151867256e-09,1.9590097334297930e-10,1.2076952833943203e+01,2.3663900388413982e-09,3.6126929606926922e-14,6.5502107834474540e+04,4.6351544824574376e-10,2.3200374676957125e-09
up,outer,54,5.5886069348193125e-03,1.9803628835225598e-09,1.6397203240060224e-10,1.2077443052509764e+01,1.9796802735594873e-09,3.2456262162583077e-14,6.0995325451916782e+04,2.0975754466689978e-10,1.9692229236145664e-09
up,outer,55,5.7884152931533157e-03,3.7184573301665444e-09,3.0787173130709483e-10,1.2077943351211648e+01,3.7185348656087785e-09,6.5374777538782893e-14,5.6880267981069570e+04,-4.4885783978543259e-10,3.6912669310051882e-09
up,outer,56,5.9912285094083483e-03,1.9533796560275096e-09,1.6172431464258203e-10,1.2078453758450397e+01,1.9505214013503534e-09,3.6721607896965136e-14,5.3116448681201524e+04,1.1109975162071350e-09,-1.6066663000025017e-09
up,outer,57,6.1970118325838913e-03,8.3988120900648299e-10,6.9532494062296351e-11,1.2078974303064795e+01,8.3681468911897327e-10,1.6848098717963401e-14,4.9668197173296685e+04,8.3980378207115791e-10,-1.1404072131071530e-11
up,outer,58,6.4057300027668927e-03,7.0806452816800313e-10,5.8617015182053511e-11,1.2079505003263762e+01,7.0249429970677900e-10,1.5106100154634203e-14,4.6504014438913277e+04,-7.0770056481705979e-10,-2.2699925272817723e-11
up,outer,59,6.6173472571733763e-03,2.2876003980035491e-09,1.8937017438881345e-10,1.2080045896280716e+01,2.2876090465851418e-09,5.2472883159858606e-14,4.3596023485424696e+04,-3.1708502490346291e-10,2.2655181897146548e-09
up,outer,60,6.8318273362762043e-03,2.5392303872613729e-09,2.1019080338735062e-10,1.2080596992542755e+01,2.5387457655059345e-09,6.2042443227996581e-14,4.0919500158567716e+04,7.1059513828686249e-10,2.4377747043224929e-09
up,outer,61,7.0491334900179784e-03,2.5910274493120851e-09,2.1446846235052455e-10,1.2081158324702038e+01,2.5906774690650217e-09,6.7373497224270861e-14,3.8452471309916611e+04,1.3722356584366935e-09,-2.1978154018942320e-09
up,outer,62,7.2692284841079421e-03,1.4230777944216045e-09,1.1778758554964609e-10,1.2081729902017507e+01,1.4222275562143776e-09,3.9314803595129432e-14,3.6175369737585876e+04,7.2554939833935350e-10,1.2242256652861272e-09
up,outer,63,7.4920746064019127e-03,2.2810534190265784e-09,1.8879279617216223e-10,1.2082311747459160e+01,2.2814147990328139e-09,6.6961122413544299e-14,3.4070737120310718e+04,-1.9380497207066583e-10,2.2728053883369626e-09
up,outer,64,7.7176336733640492e-03,3.2691961665404221e-09,2.7056378169661586e-10,1.2082903875900818e+01,3.2670728677595769e-09,1.0170520061553359e-13,3.2122967635743415e+04,1.7973293964246295e-09,2.7307966998790789e-09
up,outer,65,7.9458670366094088e-03,2.5429537193178897e-09,2.1044832982031798e-10,1.2083506300520790e+01,2.5425960811263898e-09,8.3864003408430677e-14,3.0318086160799565e+04,5.7074966974823838e-10,-2.4780755503162055e-09
up,outer,66,8.1767355895261511e-03,1.4508600099849496e-09,1.2006336629219547e-10,1.2084119034727255e+01,1.4512865773442756e-09,5.0667123180674915e-14,2.8643555943942258e+04,-1.6412116110586794e-10,1.4415474369755543e-09
up,outer,67,8.4101997739762426e-03,2.4640588722159982e-09,2.0389834184728294e-10,1.2084742082216366e+01,2.4625776877922295e-09,9.0909906789459599e-14,2.7088111458472522e+04,-7.9747408676666964e-10,2.3314418728936914e-09
up,outer,68,8.6462195870735600e-03,5.5789453454655206e-10,4.6162780496614690e-11,1.2085375459293763e+01,5.5629278296004124e-10,2.1694921719382604e-14,2.5641612823292191e+04,5.5094684370260438e-10,8.7771789836210701e-11
up,outer,69,8.8847545880381615e-03,2.5717707455738024e-10,2.1278890185235232e-11,1.2086019163528910e+01,2.5579397641615774e-10,1.0528702695050345e-14,2.4294918740217559e+04,-1.1602097060858796e-10,2.2951945899407633e-10
up,outer,70,9.1257639051256102e-03,4.6828195235469892e-10,3.8743659620188170e-11,1.2086673198798472e+01,4.6584944597378525e-10,2.0219357115441192e-14,2.3039775365460242e+04,-3.9211744962130979e-10,-2.5599197761572157e-10
up,outer,71,9.3692062426301449e-03,1.5587002023526328e-09,1.2895314566520930e-10,1.2087337569874883e+01,1.5595769250614781e-09,7.1315422293680694e-14,2.1868718923643999e+04,1.1411316336307209e-09,1.0617744183871736e-09
up,outer,72,9.6150398879604800e-03,1.0110788866160188e-09,8.3643105631054045e-11,1.2088012263387757e+01,1.0112063926034498e-09,4.8674217550430461e-14,2.0774990200012100e+04,8.8570306644442098e-10,-4.8765827487251556e-10
up,outer,73,9.8632227187870382e-03,1.3742453922719523e-09,1.1368018897614427e-10,1.2088697288850714e+01,1.3757752260487828e-09,6.9650832014323783e-14,1.9752459321172973e+04,1.3335821336113440e-09,3.3182689929134312e-10
up,outer,74,1.0113712210259413e-02,2.6042658074147011e-09,2.1541742328066301e-10,1.2089392620863611e+01,2.6024389752209797e-09,1.3846030920069440e-13,1.8795559465700862e+04,1.9124035688378171e-09,1.7677423413964277e-09
up,outer,75,1.0366465442292758e-02,2.4881670913079353e-09,2.0580205694644837e-10,1.2090098263475472e+01,2.4865765308945735e-09,1.3892087879567324e-13,1.7899228340988720e+04,1.5085834803585385e-09,-1.9786741412008979e-09
up,outer,76,1.0621439106921943e-02,8.7744714765985665e-10,7.2571386309592481e-11,1.2090814193856398e+01,8.7761293498851964e-10,5.1446176285827118e-14,1.7058856427203373e+04,8.9414697868051007e-11,-8.7287943539848811e-10
up,outer,77,1.0878589515722147e-02,1.1607190980054868e-09,9.5994311692886738e-11,1.2091540400007862e+01,1.1599652069519021e-09,7.1293670311320132e-14,1.6270241129214537e+04,-1.1576295477766507e-09,-8.4632467700629377e-11
up,outer,78,1.1137872607294631e-02,2.0901334216977734e-09,1.7284862445233295e-10,1.2092276859710715e+01,2.0896950241589190e-09,1.3456253075811229e-13,1.5529546095675960e+04,-1.1895666673922278e-09,1.7186008449687762e-09
up,outer,79,1.1399243954816448e-02,1.4996106665142653e-09,1.2400626360139558e-10,1.2093023553508541e+01,1.4995372329712969e-09,1.0109286299047118e-13,1.4833265065533265e+04,-1.0859624310910476e-09,1.0341749123732313e-09
up,outer,80,1.1662658773652740e-02,2.0635492434680448e-09,1.7062896517691181e-10,1.2093780451217718e+01,2.0630838061838578e-09,1.4551108791316743e-13,1.4178189688300499e+04,-1.5240253503634449e-09,1.3912520302472586e-09
up,outer,81,1.1928071929030370e-02,4.7795729839258142e-10,3.9518410857842831e-11,1.2094547529046858e+01,4.7762593398914985e-10,3.5219565005223764e-14,1.3561380838130975e+04,-1.6475443231911413e-10,4.4866374504515250e-10
up,outer,82,1.2195437943771505e-02,1.1116846367367831e-09,9.1910276033023234e-11,1.2095324752776897e+01,1.1134975765171855e-09,8.5784692519370977e-14,1.2980143004717858e+04,1.0886429535617026e-09,2.2516494224689154e-10
up,outer,83,1.2464711006085939e-02,1.6516650514574470e-09,1.3654511804779162e-10,1.2096112076884024e+01,1.6514782411521315e-09,1.3284089892316128e-13,1.2432001398209377e+04,-7.8257667013303944e-10,-1.4545003257371292e-09
up,outer,84,1.2735844977420648e-02,1.6124003690317821e-09,1.3329027312135896e-10,1.2096909483887949e+01,1.6126011938781762e-09,1.3534572454926321e-13,1.1914681451878598e+04,5.2326143418213178e-10,-1.5251335749866257e-09
up,outer,85,1.3008793400365454e-02,2.3807222161778225e-09,1.9679103374566868e-10,1.2097716907441272e+01,2.3792586418681680e-09,2.0823033504189405e-13,1.1426090446377482e+04,-2.2752475459242305e-09,7.0077590952344337e-10
up,outer,86,1.3283509506613224e-02,1.5494133318747340e-09,1.2806620141411415e-10,1.2098534310895658e+01,1.5499725336332197e-09,1.4136537583634285e-13,1.0964301014044670e+04,-1.3690835132251777e-09,7.2545985885241748e-10
up,outer,87,1.3559946224973403e-02,5.5475182354317885e-10,4.5849676953148997e-11,1.2099361662025363e+01,5.5476405112632749e-10,5.2696474721400963e-14,1.0527536311665799e+04,-3.3295144419298595e-11,-5.5375176666316861e-10
up,outer,88,1.3838056189437389e-02,2.1803097523485169e-09,1.8018792708514522e-10,1.2100198873580709e+01,2.1805847287915827e-09,2.1559728592903077e-13,1.0114156675930404e+04,2.1397603688910749e-09,4.1854053556278359e-10
up,outer,89,1.4117791747294502e-02,1.4808097297253945e-09,1.2237039170998526e-10,1.2101045923223619e+01,1.4813787411636902e-09,1.5236371843639474e-13,9.7226475985626566e+03,5.4690740824980821e-10,-1.3761140005286165e-09
up,outer,90,1.4399104967296962e-02,3.5047449573053443e-10,2.8960280387940866e-11,1.2101902710737320e+01,3.5041548225979895e-10,3.7471143934415934e-14,9.3516088773034389e+03,6.5043970209899271e-11,-3.4438590867935659e-10
up,outer,91,1.4681947647872748e-02,5.0448978037806655e-10,4.1683830447911360e-11,1.2102769226270684e+01,5.0480970675261536e-10,5.6091557822256159e-14,8.9997448163637127e+03,-4.1526604377395415e-10,2.8646823801992127e-10
up,outer,92,1.4966271325384603e-02,2.0504311583351921e-10,1.6940608403153068e-11,1.2103645332794279e+01,2.0476763721426530e-10,2.3629247039590319e-14,8.6658553643787855e+03,-2.0129764521925608e-10,3.9012015840000913e-11
up,outer,93,1.5252027282434103e-02,1.0902399277608645e-09,9.0068745757456575e-11,1.2104531028962466e+01,1.0908995387661886e-09,1.3066498996455179e-13,8.3488280913054041e+03,-8.9691720717155476e-10,-6.1980853782728218e-10
up,outer,94,1.5539166556209077e-02,4.5257570782061154e-10,3.7386185397323238e-11,1.2105426189134953e+01,4.5228413805364154e-10,5.6200904681419493e-14,8.0476309165743842e+03,2.7656543721832350e-10,-3.5824060384825884e-10
